Gene,disease_name,evidence_level,Typical inheritance,Penetrance,pediatric_onset,babyseq_category,meets_ngsr,Reason for BabySeq category,Pediatric disease gene in Bell 2011,pubmed_ids,iba_panel,Reviewed,evidence_score,penetrance_score,category_score,inheritance_code,is_pediatric,is_category_a,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR,actionability_index
LAMA3,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11810295, 16473856, 8530087, 15538630, 9759651","PULM, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
LAMB2,Pierson syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16097004, 18672223, 20507940,  20556798, 18278520",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAMB3,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8824879,  7698759, 9242513, 11023379, 7706759, 9856852",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LAMC2,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8012393, 10660342, 9085255, 21198797, 15373767, 11564184",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LAMP2,Danon disease,Definitive,XLD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8504498, 17899313, 20080426, 22133539, 21415759, 20173215, 24691104, 18990578","CM, IEM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,3.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1.0
LARGE,Walker-Warburg syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17878207, 17436019, 24709677, 21727005","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
LBR,Pelger-Huet anomaly,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12118250, 23824842, 14617022","BIL, SK, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75
LDLR,Hypercholesterolemia,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3924410, 11810272, 10206683, 20809525, 9484998, 11754108, 16250003, 15241806, 11668640, 23375686",,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LEPR,"Obesity, morbid, due to leptin receptor deficiency",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17229951, 9537324, 22417272, 23616257, 25751111, 18703626",THYR,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75
LHFPL5,"Deafness, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16459341, 16752389, 21816241, 19888295, 26029705",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
LHX3,"Pituitary hormone deficiency, combined",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"22238406, 17327381, 21249393, 10835633, 16394081, 22286346",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
LIFR,Stuve-Wiedemann syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14740318, 20447141, 19371797",SK,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
LIG4,Severe combined immunodeficiency with sensitivity to ionizing radiation,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16357942, 26172957, 11779494, 21664875, 15333585, 24123394",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
LIPA,Wolman syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8146180, 10562460, 8894696","BIL, IEM",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75
LITAF,Charcot-Marie-Tooth disease,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8264707, 19705173, 25058650, 16787513, 23576546, 15776429, 12525712",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
LMBRD1,Methylmalonic aciduria and homocystinuria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19136951, 21303734, 20127417,  23776111","THROM, IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
LMNA,Emery-Dreifuss muscular dystrophy 2,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10739764, 10939567, 10908904, 16585054","CM, COND, SK, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1.0
LMNA,Charcot-Marie-Tooth disease,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15965218, 11799477, 14607793 ","CM, COND, SK, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0.75
LMOD3,Nemaline myopathy,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,25250574,HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
LMX1B,Nail patella syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9323941, 9618165, 10571942, 15498463, 9837817, 11668639",REN,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
LOXHD1,"Deafness, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19732867, 21465660, 25792669, 26973026, 26969326, 26561413, 26763877",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
LRP2,Donnai-Barrow syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17632512, 18553518, 25682901","CHD, REN, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.75
LRP4,Cenani-Lenz syndactyly syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"20381006,  24924585, 23636941","THYR, REN, SK",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.75
LRP5,Osteoporosis-pseudoglioma syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11719191, 16252235 ,  20034086,  19177549","HL, SK",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
LRP5,"Osteopetrosis, autosomal dominant",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12579474, 12054167, 21600326, 24882046","HL, SK",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
LRPPRC,Leigh syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"21266382, 12529507, 25214534","IEM, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75
LRRC6,Primary ciliary dyskinesia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23891469, 23122589, 23527195",PULM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
LRSAM1,Charcot-Marie-Tooth disease,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,," 24894446, 22781092, 20865121, 22012984 ",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
LRTOMT,"Deafness, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18953341, 22903915, 24926664, 21739586, 23053991",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
LTBP4,"Cutis laxa, autosomal recessive, type IC",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22829427, 19836010 ","PULM, BOW, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.75
LYST,Chediak-Higashi syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8751864, 13465231, 11857544, 21878672, 19650863, 10648412,  21209802, 23804531",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
MAFB,Multicentric carpotarsal osteolysis syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22387013, 23956186, 24989131","REN, SK",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75
MAGI2,Infantile spasms,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,18565486,SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MAN2B1,"Mannosidosis, alpha",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"22161967, 9915946, 9915946, 26048034, 14765545",IEM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MAP2K1,Cardiofaciocutaneous syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16439621, 17366577, 17704260, 19156172","CHD, AN_TH, SEIZ, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1.0
MAP2K2,Cardiofaciocutaneous syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17366577, 19156172, 20358587","CHD, AN_TH, SEIZ, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1.0
MARVELD2,"Deafness, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17186462, 23967202, 23767834, 23979167",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
MBTPS2,"Ichthyosis follicularis, alopecia & photophobia",Strong,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19361614, 23316014, 21426410, 20854407, 22781927, 22105905",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
MCFD2,"Factor V and Factor VIII deficiency, combined",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12717434, 18391077, 16304051",THROM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MCOLN1,Mucolipidosis IV,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10973263, 11317355, 18794901, 11030752, 12182165","IEM, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
MCPH1,"Microcephaly 1, primary, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16211557,  20978018, 22855649, 22775483, 24080358, 12046007",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MECP2,Rett syndrome,Definitive,XLD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10508514, 12655490, 10577905, 15057977, 11960578, 10767337, 10577905, 16473305, 10814719, 12180070",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MED12,Intellectual disability,Strong,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17369503, 17036352, 17334363, 23395478, 26273451","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
MEFV,"Mediterranean fever, familial",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"7726228,  19863562,  9177779, 9288758, 9668175, 21995303, 10090880, 11464238","BOW, REN",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
MEGF10,"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22101682, 22371254, 23453856",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
MEN1,Multiple endocrine neoplasia I,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9215690, 9215689, 17623761, 12112656, 10090472, 26767918",,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MFN2,Charcot-Marie-Tooth disease,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18458227, 9409358, 16437557, 15064763, 16835246, 20008656, 21715711","IEM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0
MFSD8,"Ceroid lipofuscinosis, neuronal",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17564970, 21990111, 19177532","IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MGP,Keutel syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9916809, 15810001, 24458983",SK,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
MITF,Waardenburg syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,," 8589691 , 9279758, 8659547, 7874167","HL, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75
MKKS,Bardet-Biedl syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10973251, 11179009, 12107442, 10973238, 18094050",REN,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75
MKS1,Meckel syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"6486167, 17377820, 16415886, 17397051, 18327255, 17437276","BIL, REN, SK",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75
MLC1,Megalencephalic leukoencephalopathy,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11254442, 11935341, 16470554, 16652334, 12939431","SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
MLYCD,Malonyl-CoA decarboxylase deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10417274, 12955715, 17186413, 23177061","IEM, GLY, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MMAA,"Methylmalonic aciduria, vitamin B12-responsive",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12438653, 15523652, 15308131, 15523652","THROM, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
MMAB,"Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12471062, 16410054, 23707710, 20556797","THROM, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
MMACHC,"Methylmalonic aciduria and homocystinuria, cblC type",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16311595, 20631720, 19370762, 19760748","THROM, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
MMADHC,"Methylmalonic aciduria and homocystinuria, cblD type",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18385497, 19058814","THROM, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MOCS1,Molybdenum cofactor deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9731530, 9921896, 12754701, 21031595",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MOCS2,Molybdenum cofactor deficiency,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12754701, 21031595, 11746050, 10053004",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MPI,Congenital disorder of glycosylation 1b,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10980531,  15771971, 9525984, 9585601","GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
MPL,"Amegakaryocytic thrombocytopaenia, congenital",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11133753, 16470591, 10077649, 10971406",AN_TH,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75
MPV17,"Mitochondrial DNA depletion syndrome, hepatic",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"18695062, 16582910, 20074988, 18695062","BIL, IEM, GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75
MPZ,Charcot-Marie-Tooth disease,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8264707, 19705173, 7527371, 9187667, 7693130, 20456450",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
MSX2,Parietal foramina 1,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16222674, 10767351, 16319823, 14571277, 10742103",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MTM1,"Myotubular myopathy, X-linked",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10502779, 8544184, 10996786, 10323249, 10063835, 12467733, 12899873 ",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
MTR,Methylmalonic aciduria and homocystinuria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12068375, 8968736 , 9683607","THROM, IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MTRR,Methylmalonic aciduria and homocystinuria,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12555939, 10484769, 9501215, 15714522, 23430521","THROM, IEM, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75
MTTP,Abetalipoproteinaemia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10679949, 8533758,  8361539, 23043934,  7782284, 22150066",,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
MUSK,Congenital myasthenic syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15496425, 20371544,  19949040,  24183479, 23326516, 25537362, 25659562, 25900532 ",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
MUT,"Methylmalonic aciduria, mut(0) type",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1970180,  6132336, 20142522, 16281286, 15781192, 15643616","THROM, IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
MUTYH,MUTYH-associated polyposis,Definitive,AR,HIGH (A),Yes,A,1,"Strong evidence for highly penetrant childhood-onset disease (Although generally adult-onset, has been reported in childhood)",Y,"15690400, 12853198, 12606733, 15931596,  19620482",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
MVK,Hyperimmunoglobulin D and periodic fever syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"10369261, 11313768, 24360083, 22038276, 11313769, 11111075",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
MYCN,Feingold syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15821734, 18470948, 21224895, 18671284","REN, SK",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75
MYH14,"Deafness, autosomal dominant",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15015131, 16222661, 26346818, 25289672, 21078986, 26969326, 27068579, 25719458",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
MYH2,Proximal myopathy and ophthalmoplegia,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"20418530, 23388406, 15548556, 24193343",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
MYH3,"Arthrogryposis, distal",Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16642020, 23401156, 1869505",HYPOTO,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
MYH7,Laing distal myopathy,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16103042, 12975303, 15322983","CM, COND, CHD, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1.0
MYH7,"Myopathy, myosin storage",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"15699387, 16684601, 14520662, 21723124, 25666907","CM, COND, CHD, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0.75
MYH9,Macrothrombocytopenia and progressive sensorineural deafness,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"11776386, 25077172, 23123319, 20002731, 18059020","HL, AN_TH, REN",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.75
MYO15A,Sensorineural hearing loss,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"17546645, 17851452, 9603736, 19274735, 17853461, 21917145",HL,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
MYO3A,Sensorineural hearing loss,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23967202, 23990876, 12032315",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
MYO6,Deafness,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12687499, 23767834, 25080041",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
