Gene,disease_name,evidence_level,Typical inheritance,Penetrance,pediatric_onset,babyseq_category,meets_ngsr,Reason for BabySeq category,Pediatric disease gene in Bell 2011,pubmed_ids,iba_panel,Reviewed,evidence_score,penetrance_score,category_score,inheritance_code,is_pediatric,is_category_a,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR,actionability_index
IL10RB,Inflammatory bowel disease,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"25373860, 24216686, 21519361",BOW,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
IL2RG,"Severe combined immunodeficiency, X-linked",Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"15032591, 7668284, 8093460, 2896355 ",,Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ILDR1,"Deafness, autosomal recessive",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"21255762, 24768815, 22903915 23226338",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
ILK,"Cardiomyopathy, dilated",Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,"17646580, 21252143",CM,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.041666666666666664
INSR,Leprechaunism,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"2569023,  8105179, 8528241, 15161766",GLY,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
INVS,Nephronophthisis 2,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12872123, 9792867, 23559409, 21866095, 17855640","BIL, REN",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75
IQCB1,Senior-Loken syndrome 5,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"15723066, 21866095, 18076122, 19430481, 21220633",REN,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75
IRF6,Popliteal pterygium syndrome,Definitive,AD,MODERATE (A),Yes,C,0,"Moderate penetrance, Not actionable in childhood",,"19449419, 12219090, 19282774, 20803643,  23154523",DERM,Sept 2016 - Oct 2016,4.0,0.6,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.19999999999999998
IRF6,van der Woude syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19449419, 11920830, 12219090, 10593995,  23154523",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
IRS1,"Diabetes mellitus, noninsulin dependent",Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"8104271, 10206679, 14633864, 11775217, 9588458, 10206679",,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
ISCU,Myopathy with defiency of succinate dehydrogenase ,Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"18304497, 19567699, 24573684, 18296749, 22125086, 20206689","IEM, HYPOTO",Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.14166666666666666
ISL1,"Diabetes, type 2",Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,10969846,,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
ISPD,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22522421, 22522420, 23217329, 23288328, 25821721","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
ITGA3,"Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"22512483, 23114595,  24220332, 25810266,  26854491","REN, PULM, DERM",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.14166666666666666
ITGA6,"Epidermolysis bullosa, junctional, with pyloric stenosis",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"18348258, 9185503, 23496044, 9158140, 16473856",DERM,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
ITGA7,Congenital muscular dystrophy with integrin deficiency,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"9590299, 23800289",HYPOTO,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
ITGB4,"Epidermolysis bullosa, junctional, with pyloric atresia",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"18348258, 9185503, 9792864, 11328943, 18563182, 9422533","REN, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0
IVD,Isovaleric acidemia,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"2063866, 15486829, 2063866 , 15486829, 9665741, 22960500","IEM, GLY, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0
IYD,Thyroid dyshormonogenesis,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"18434651, 18765512",THYR,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041666666666666664
JAG1,Alagille syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16575836, 11180599, 12497640, 14684686, 9585603, 12442286, 10533065","BIL, CHD",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
JAK3,"SCID, autosomal recessive, T-negative/B-positive type",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9354668, 11668610, 11668621, 10982185, 15644840",,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
JPH2,"Cardiomyopathy, hypertrophic",Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"17509612, 17476457, 26573135, 24001019","CM, COND",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.041666666666666664
JUP,Arrhythmogenic right ventricular dysplasia 12,Strong,AD,MODERATE (A),No,B,1,"Moderate penetrance, Actionable in childhood",,"17924338, 25087486, 24704780, 20864495, 24238504, 25765472, 25445213, 25087486","CM, COND, DERM",Sept 2016 - Oct 2016,3.0,0.6,2.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.3
JUP,Naxos disease,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"2945574, 11874502, 11691526 ","CM, COND, DERM",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.75
KANSL1,Koolen-De Vries syndrome,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22544363, 22544367, 26424144, 26306646","THYR, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.75
KARS,"Charcot-Marie-Tooth disease, recessive intermediate",Moderate,AR,HIGH (B),No,C,0,Moderate evidence for gene's role in disease,,"20920668, 25476837, 25330800","HL, HYPOTO",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.14166666666666666
KARS,Hearing loss,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,23768514,"HL, HYPOTO",Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.041666666666666664
KAT6B,Genitopatellar syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"22265014, 22265017","THYR, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.75
KBTBD13,Nemaline myopathy,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"12805120,  21109227",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
KCNA1,Episodic ataxia type 1,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"19307729, 9600245 , 10355668,  19770477,  20660867,  7842011",SEIZ,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
KCNA5,Atrial fibrillation,Strong,AD,HIGH (A),No,B,1,"Moderate penetrance, actionable in childhood",,"16772329, 19343045, 20638934, 23264583",COND,Sept 2016 - Oct 2016,3.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
KCND3,Brugada syndrome,Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,"21349352, 22840528, 22457051",COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
KCNE1,Long QT syndrome-5,Definitive,AD,MODERATE (A),Yes,B,1,"Moderate evidence, actionable in childhood",,"14760488,  19716085, 11692163, 10400998, 16155735, 9354802, 16414944","COND, HL",Sept 2016 - Oct 2016,4.0,0.6,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.39999999999999997
KCNE1,Jervell and Lange-Nielsen syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14228001, 9020846, 10654932",COND,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
KCNE1L,Atrial fibrillation,Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,18313602,COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
KCNE2,Long QT syndrome-6,Strong,AD,MODERATE (A),Yes,B,1,"Moderate penetrance, actionable in childhood",,"14760488, 16922724, 23631430, 15840476, 19716085, 16414944, 17275752","THYR, COND",Sept 2016 - Oct 2016,3.0,0.6,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3
KCNE3,Brugada syndrome,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"12676817, 11901046, 19606473",COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
KCNH2,Long QT syndrome-2,Definitive,AD,MODERATE (A),Yes,B,1,"Moderate penetrance, actionable in childhood",,"14760488, 9753711, 15051636, 1508244","COND, CHD, SEIZ",Sept 2016 - Oct 2016,4.0,0.6,2.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.39999999999999997
KCNJ1,Bartter syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"9002665, 10611379,  20219833","COND, REN, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.75
KCNJ11,"Hyperinsulinemic hypoglycemia, familial",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16357843, 15448107, 18596924, 15562009","GLY, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
KCNJ18,Hypokalaemic periodic paralysis,Moderate,AD,LOW (B),Yes,C,0,Moderate evidence for gene's role in disease,,"20074522, 21665951, 25885757, 25882930, 27178871",HYPOTO,Sept 2016 - Oct 2016,2.0,0.15,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024999999999999998
KCNJ2,Andersen cardiodysrhythmic periodic paralysis,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"16217063,  16419128,  11371347,  12796536,  16541386",COND,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
KCNJ5,Long QT syndrome,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"20560207, 24574546",COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
KCNJ8,Sudden infant death syndrom,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"21215473, 23465283, 21836131",COND,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666666666666664
KCNQ1,Long QT syndrome-1,Definitive,AD,MODERATE (A),Yes,B,1,"Moderate penetrance, actionable in childhood",Y,"9753711, 15051636, 1508244, 8528244, 18580685, 12442276, 9024139","THYR, COND, HL",Sept 2016 - Oct 2016,4.0,0.6,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.39999999999999997
KCNQ1,Jervell and Lange-Nielsen syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"14228001, 9020846, 10654932","THYR, COND, HL",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.75
KCNQ1OT1,Beckwith-Wiedemann syndrome,Moderate,IMP,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"15372379, 21920939",THYR,Sept 2016 - Oct 2016,2.0,0.85,1.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14166666666666666
KCNQ2,"Epilepsy, benign neonatal",Definitive,AD,MODERATE (A),Yes,C,0,"Moderate penetrance, Not actionable in childhood",,"9425895, 14534157, 18625963, 25052858,  24375629, 17129708",SEIZ,Sept 2016 - Oct 2016,4.0,0.6,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19999999999999998
KCNQ3,"Epilepsy, benign neonatal",Definitive,AD,MODERATE (A),Yes,C,0,"Moderate penetrance, Not actionable in childhood",,"9425900, 14534157, 18625963, 25052858,  24375629",SEIZ,Sept 2016 - Oct 2016,4.0,0.6,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19999999999999998
KCNQ4,"Deafness, autosomal dominant",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"10369879, 16596322, 17033161, 18030493, 18941426, 10025409, 23750663",HL,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75
KCTD7,"Epilepsy, progressive myoclonic",Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"22693283,  22638565, 22606975 ",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
KDM5B,Congenital heart disease,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,23665959,CHD,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.041666666666666664
KDM6A,Kabuki syndrome 2,Strong,XLD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23913813, 23076834, 24633898, 25972376, 24527667",SEIZ,Sept 2016 - Oct 2016,3.0,1.0,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75
KIAA1279,Goldberg-Shprintzen megacolon syndrome,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"15883926, 23427148,  21850686, 25846562","BOW, SEIZ",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
KIF1B,Charcot-Marie-Tooth disease,Limited,AD,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"11389829, 25802885",HYPOTO,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
KIF21A,"Fibrosis of extraocular muscles, congenital",Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"18332320, 15827546, 14595441, 17511870, 21805025",HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
KIF22,"Spondyloepimetaphyseal dysplasia with joint laxity, type 2",Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"22152677, 22152678 , 25256152",SK,Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14166666666666666
KIT,Piebaldism,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"7529964, 15737214, 7687267, 1220400, 15194144",BOW,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
KLF1,"Anemia, dyserythropoietic congenital, type IV",Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"21055716, 24443441, 23522491, 25724378",AN_TH,Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14166666666666666
KLHL40,Nemaline myopathy,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,23746549,HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
KLHL41,Nemaline myopathy,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,24268659,HYPOTO,Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
KMT2D,Kabuki syndrome 1,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"23913813, 20711175,  22126750, 21658225, 21671394","CHD, SEIZ",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0
KPTN,"Macrocephaly, neurodevelopmental delay, and seizures",Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"24239382, 25847626",SEIZ,Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
KRAS,Noonan syndrome,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"1705663, 19396835, 16474405, 17056636, 22302539, 20949621","CHD, AN_TH, SEIZ, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1.0
KRT14,Epidermolysis bullosa simplex,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3372762, 17039244, 20199538, 10733662, 16786515",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
KRT16,Pachyonychia congenita,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"7539673, 11886499, 10606845, 16250206 , 21326300,  22668561",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
KRT17,Pachyonychia congenita,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"9008238, 9767294, 7539673, 11348474, 11886499, 11874497",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
KRT18,"Cirrhosis, cryptogenic",Moderate,AD,LOW (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"12724528, 9011570, 8770877",BOW,Sept 2016 - Oct 2016,2.0,0.15,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024999999999999998
KRT5,Epidermolysis bullosa simplex,Definitive,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"3372762, 21375516, 20060687, 12925204, 19267394, 11973334",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
KRT6A,Pachyonychia congenita,Strong,AD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"6829608, 7545493, 10232400, 15840119, 21554383, 17719747",DERM,Sept 2016 - Oct 2016,3.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75
KRT6B,Pachyonychia congenita,Moderate,AD,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"9618173, 24354895,  24611874, 17429440",DERM,Sept 2016 - Oct 2016,2.0,0.85,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14166666666666666
KRT8,"Cirrhosis, cryptogenic",Moderate,AD,LOW (B),Yes,C,0,Moderate evidence for gene's role in disease,Y,"16143128,  22419260, 11372009",BOW,Sept 2016 - Oct 2016,2.0,0.15,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024999999999999998
L1CAM,X-linked hydrocephalus syndrome,Definitive,XLR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"1303258, 7562969, 19846429, 7920659, 23820807, 17328266, 15108295, 10797421, 9268105 ","BOW, SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
LAMA2,"Muscular dystrophy, congenital merosin-deficient",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16216942, 7550355, 20207543, 24611677, 9541105, 11938437, 9674786 ","SEIZ, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
LAMA3,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"11810295, 16473856, 8530087, 15538630, 9759651","PULM, DERM",Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
LAMA4,"Cardiomyopathy, dilated",Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,"17646580, 26406308",CM,Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.041666666666666664
LAMB2,Pierson syndrome,Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"16097004, 18672223, 20507940,  20556798, 18278520",,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAMB3,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8824879,  7698759, 9242513, 11023379, 7706759, 9856852",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LAMC2,"Epidermolysis bullosa, junctional",Definitive,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"8012393, 10660342, 9085255, 21198797, 15373767, 11564184",DERM,Sept 2016 - Oct 2016,4.0,1.0,3.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LAMP2,Danon disease,Definitive,XLD,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,,"8504498, 17899313, 20080426, 22133539, 21415759, 20173215, 24691104, 18990578","CM, IEM, HYPOTO",Sept 2016 - Oct 2016,4.0,1.0,3.0,3.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1.0
LARGE,Walker-Warburg syndrome,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"17878207, 17436019, 24709677, 21727005","SEIZ, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
LARS,Infantile liver failure syndrome,Moderate,AR,HIGH (B),Yes,C,0,Moderate evidence for gene's role in disease,,"22607940, 25476837,  25911789","IEM, GLY, HYPOTO",Sept 2016 - Oct 2016,2.0,0.85,1.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.14166666666666666
LARS2,Perrault syndrome,Limited,AR,UNKNOWN,Yes,C,0,Limited evidence for gene's role in disease,,"23541342, 26657938",HL,Sept 2016 - Oct 2016,1.0,0.5,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.041666666666666664
LBR,Pelger-Huet anomaly,Strong,AR,HIGH (A),Yes,A,1,Strong evidence for highly penetrant childhood-onset disease,Y,"12118250, 23824842, 14617022","BIL, SK, SEIZ",Sept 2016 - Oct 2016,3.0,1.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75
LBR,Reynolds syndrome,Limited,AD,UNKNOWN,No,C,0,Limited evidence for gene's role in disease,,20522425,"BIL, SK, SEIZ",Sept 2016 - Oct 2016,1.0,0.5,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.041666666666666664
LDB3,Myofibrillar myopathy,Strong,AD,HIGH (A),No,C,0,"Adult-onset, not actionable in childhood",,"15668942, 21676617, 23263837, 24668811","CM, COND, HYPOTO",Sept 2016 - Oct 2016,3.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.25
