GeneSym	OMIMID	GeneID
GP1BA	OMIM:606672	2811
GP1BB	OMIM:138720	2812
GP6	OMIM:605546	51206
GP9	OMIM:173515	2815
GPC3	OMIM:300037	2719
GPC6	OMIM:604404	10082
GPD1	OMIM:138420	2819
GPD1L	OMIM:611778	23171
GPD2	OMIM:138430	2820
GPDS1	OMIM:600510	7986
GPHN	OMIM:603930	10243
GPI	OMIM:172400	2821
GPIHBP1	OMIM:612757	338328
GPR143	OMIM:300808	4935
GPR179	OMIM:614515	440435
GPR56	OMIM:604110	9289
GPR98	OMIM:602851	84059
GPSM2	OMIM:609245	29899
GPX1	OMIM:138320	2876
GRD1	OMIM:275000	100312954
GRD2	OMIM:603388	50976
GRDX	OMIM:300351	117189
GRHL2	OMIM:608576	79977
GRHL3	OMIM:608317	57822
GRHPR	OMIM:604296	9380
GRIA3	OMIM:305915	2892
GRIK2	OMIM:138244	2898
GRIN1	OMIM:138249	2902
GRIN2A	OMIM:138253	2903
GRIN2B	OMIM:138252	2904
FRAS1	OMIM:607830	80144
FREM2	OMIM:608945	341640
GRIP1	OMIM:604597	23426
GRK1	OMIM:180381	6011
GRM1	OMIM:604473	2911
GRM6	OMIM:604096	2916
GRN	OMIM:138945	2896
GRXCR1	OMIM:613283	389207
GRXCR2	OMIM:615762	643226
GSC	OMIM:138890	145258
GSM1	OMIM:190100	2933
GSN	OMIM:137350	2934
GSR	OMIM:138300	2936
GSS	OMIM:601002	2937
GSTZ1	OMIM:603758	2954
GTF2H5	OMIM:608780	404672
GUCA1A	OMIM:600364	2978
GUCA1B	OMIM:602275	2979
GUCY1A3	OMIM:139396	2982
GUCY2C	OMIM:601330	2984
GUCY2D	OMIM:600179	3000
GULOP	OMIM:240400	2989
GUSB	OMIM:611499	2990
GUST	OMIM:309555	8258
GYG1	OMIM:603942	2992
GYS1	OMIM:138570	2997
GYS2	OMIM:138571	2998
HAMP	OMIM:606464	57817
HARS	OMIM:142810	3035
HARS2	OMIM:600783	23438
HAVCR1	OMIM:606518	26762
HAX1	OMIM:605998	10456
HBA1	OMIM:141800	3039
HBA2	OMIM:141850	3040
HBD	OMIM:142000	3045
HBEGF	OMIM:126150	1839
HBFQTL2	OMIM:142470	7954
HBFQTL4	OMIM:606789	171515
HBG1	OMIM:142200	3047
HBG2	OMIM:142250	3048
HBHR	OMIM:141750	8129
HCA1	OMIM:607258	266790
HCCS	OMIM:300056	3052
HCFC1	OMIM:300019	3054
HCHGQ1	OMIM:609319	100381204
HCHGQ2	OMIM:609320	100381205
HCHGQ3	OMIM:613284	100381206
HCN1	OMIM:602780	348980
HCN4	OMIM:605206	10021
HCRT	OMIM:602358	3060
HDAC4	OMIM:605314	9759
HDAC6	OMIM:300272	10013
HDAC8	OMIM:300269	55869
HDC	OMIM:142704	3067
HDL3	OMIM:604802	53369
HDLC3	OMIM:607687	353125
HDLCQ1	OMIM:606613	192144
HDLCQ14	OMIM:605201	56801
HDLCQ2	OMIM:607053	353127
HDLCQ4	OMIM:610239	100188806
HDLCQ5	OMIM:610761	100188818
HDPA	OMIM:300221	50829
HEATR2	OMIM:614864	54919
HEPACAM	OMIM:611642	220296
HES7	OMIM:608059	84667
HESX1	OMIM:601802	8820
HEXA	OMIM:606869	3073
HEXB	OMIM:606873	3074
HEY	OMIM:425500	100188776
AAA1	OMIM:100070	100329167
HFE2	OMIM:608374	148738
HFM	OMIM:164210	170474
HFM1	OMIM:615684	164045
HGD	OMIM:607474	3081
HGF	OMIM:142409	3082
HGSNAT	OMIM:610453	138050
HHPP	OMIM:144110	100861529
HHT3	OMIM:601101	780903
HHT4	OMIM:610655	791087
HHV8S	OMIM:614836	101056702
HIBCH	OMIM:610690	26275
HINT1	OMIM:601314	3094
HIP1	OMIM:601767	3092
HK1	OMIM:142600	3098
HLA-A	OMIM:142800	3105
HLA-B	OMIM:142830	3106
HLA-C	OMIM:142840	3107
HLA-DPB1	OMIM:142858	3115
HMBS	OMIM:609806	3145
HMCN1	OMIM:608548	83872
HMGA2	OMIM:600698	8091
HMGB3	OMIM:300193	3149
HMGCL	OMIM:613898	3155
HMGCR	OMIM:142910	3156
HMGCS2	OMIM:600234	3158
HMNJ	OMIM:605726	80768
HMSN5	OMIM:600361	101059903
HMX1	OMIM:142992	3166
ABCC9	OMIM:601439	10060
HNFJ3	OMIM:614227	100689490
HNP1	OMIM:608026	574045
HNRNPA1	OMIM:164017	3178
HNRNPA2B1	OMIM:600124	3181
HNRNPDL	OMIM:607137	9987
HOGA1	OMIM:613597	112817
HOXA1	OMIM:142955	3198
HOXA11	OMIM:142958	3207
HOXA13	OMIM:142959	3209
HOXA2	OMIM:604685	3199
HOXB1	OMIM:142968	3211
HOXC13	OMIM:142976	3229
HOXD10	OMIM:142984	3236
HOXD13	OMIM:142989	3239
HP	OMIM:140100	3240
HPC10	OMIM:611100	100188834
HPC14	OMIM:611958	100188867
HPC15	OMIM:611959	100188868
HPC3	OMIM:608656	408259
HPC4	OMIM:608658	408260
HPC5	OMIM:609299	619402
HPC7	OMIM:610321	100188809
HPC9	OMIM:610997	100188826
HPCQTL19	OMIM:607592	347747
HPCX2	OMIM:300704	100188769
HPD	OMIM:609695	3242
HPE1	OMIM:236100	3244
HPE6	OMIM:605934	117190
HPE8	OMIM:609408	619406
HPGD	OMIM:601688	3248
HPPD	OMIM:614187	100682260
HPRHP	OMIM:612089	100188880
HPRT1	OMIM:308000	3251
HPS1	OMIM:604982	3257
HPS3	OMIM:606118	84343
HPS4	OMIM:606682	89781
HPS5	OMIM:607521	11234
HPS6	OMIM:607522	79803
HPSE2	OMIM:613469	60495
HPT	OMIM:307700	3258
HR	OMIM:602302	55806
HRG	OMIM:142640	3273
HRM2	OMIM:139450	100379199
HRPT3	OMIM:610071	780919
HS6ST1	OMIM:604846	9394
HSCR5	OMIM:600156	404720
HSCR6	OMIM:606874	246321
HSCR7	OMIM:606875	246322
HSCR8	OMIM:608462	404719
HSCR9	OMIM:611644	100188850
HSD11B1	OMIM:600713	3290
HSD11B2	OMIM:614232	3291
HSD17B10	OMIM:300256	3028
HSD17B3	OMIM:605573	3293
HSD17B4	OMIM:601860	3295
HSD3B2	OMIM:613890	3284
HSD3B7	OMIM:607764	80270
HSF4	OMIM:602438	3299
HSN1B	OMIM:608088	378888
HSPB1	OMIM:602195	3315
HSPB3	OMIM:604624	8988
HSPB8	OMIM:608014	26353
HSPD1	OMIM:118190	3329
HSPG2	OMIM:142461	3339
HSR	OMIM:139900	338386
HT	OMIM:140300	140805
HTC1	OMIM:145701	3341
HTC2	OMIM:307150	3342
HTGH	OMIM:135400	100302716
HTNB	OMIM:112410	8080
HTR1A	OMIM:109760	3350
HTRA1	OMIM:602194	5654
HTRA2	OMIM:606441	27429
HTT	OMIM:613004	3064
HTX3	OMIM:606325	116629
HUWE1	OMIM:300697	10075
HWE1	OMIM:613339	100415903
HWE2	OMIM:613340	100415904
HYAL1	OMIM:607071	3373
HYDIN	OMIM:610812	54768
HYLS1	OMIM:610693	219844
HYPLIP2	OMIM:604499	28515
HYPT9	OMIM:614237	100736250
HYSP3	OMIM:146450	100689211
HYSP4	OMIM:300856	100689214
HYT1	OMIM:603918	117191
HYT2	OMIM:604329	50986
HYT3	OMIM:607329	387575
HYT4	OMIM:608742	444980
HYT5	OMIM:610261	100188807
HYT6	OMIM:610262	100188808
HYT7	OMIM:610948	100188825
HYT8	OMIM:611014	100188321
IARS2	OMIM:612801	55699
IBA57	OMIM:615316	200205
IBD11	OMIM:191390	100529151
IBD12	OMIM:612241	100188952
IBD15	OMIM:612255	100190929
IBD16	OMIM:612259	100190930
IBD18	OMIM:612262	100190931
IBD2	OMIM:601458	3378
IBD20	OMIM:612288	100190788
IBD21	OMIM:612354	100192312
IBD22	OMIM:612380	100240732
IBD23	OMIM:612381	100240733
IBD24	OMIM:612566	100270798
IBD26	OMIM:612639	100271838
IBD27	OMIM:612796	100302059
IBD3	OMIM:604519	30829
IBD4	OMIM:606675	50608
IBD5	OMIM:606348	50941
IBD6	OMIM:606674	50942
IBD7	OMIM:605225	57042
IBD8	OMIM:606668	170595
IBD9	OMIM:608448	317669
IBGC2	OMIM:606656	100874532
CD3E	OMIM:186830	916
ICAM4	OMIM:614088	3386
ICK	OMIM:612325	22858
ICOS	OMIM:604558	29851
IDDM11	OMIM:601208	3410
IDDM13	OMIM:601318	3412
IDDM15	OMIM:601666	3414
IDDM17	OMIM:603266	8691
IDDM18	OMIM:605598	57044
IDDM23	OMIM:612622	100271697
IDDM24	OMIM:613006	100303715
IDDM3	OMIM:600318	3402
IDDM4	OMIM:600319	3403
IDDM6	OMIM:601941	3405
IDDM7	OMIM:600321	3406
IDDM8	OMIM:600883	3407
IDDMX	OMIM:300136	8245
IDH1	OMIM:147700	3417
IDH2	OMIM:147650	3418
IDH3B	OMIM:604526	3420
IDS	OMIM:300823	3423
IDUA	OMIM:252800	3425
IER3IP1	OMIM:609382	51124
IFIH1	OMIM:606951	64135
IFITM3	OMIM:605579	10410
IFITM5	OMIM:614757	387733
IFNA1	OMIM:147660	3439
IFNGR2	OMIM:147569	3460
IFNL3	OMIM:607402	282617
IFT122	OMIM:606045	55764
IFT140	OMIM:614620	9742
IFT172	OMIM:607386	26160
IFT27	OMIM:615870	11020
IFT43	OMIM:614068	112752
IFT80	OMIM:611177	57560
IGAD1	OMIM:137100	10986
IGAN1	OMIM:161950	60498
IGAN2	OMIM:613944	100653384
IGBP1	OMIM:300139	3476
IGES	OMIM:147061	3478
IGF1	OMIM:147440	3479
IGF1R	OMIM:147370	3480
IGFBP7	OMIM:602867	3490
IGHG2	OMIM:147110	3501
IGHM	OMIM:147020	3507
IGHMBP2	OMIM:600502	3508
IGKC	OMIM:147200	3514
IGLL1	OMIM:146770	3543
IGSF1	OMIM:300137	3547
IH	OMIM:235000	100188864
IHH	OMIM:600726	3549
IHPS2	OMIM:610260	780923
IHPS3	OMIM:612017	100188876
IHPS4	OMIM:300711	100188772
IHPS5	OMIM:612525	100270639
IKBKAP	OMIM:603722	8518
IKBKB	OMIM:603258	3551
IKBKG	OMIM:300248	8517
IL10	OMIM:124092	3586
IL10RA	OMIM:146933	3587
IFNAR2	OMIM:602376	3455
IL10RB	OMIM:123889	3588
IL11RA	OMIM:600939	3590
IL12RB1	OMIM:601604	3594
CD3D	OMIM:186790	915
IL17F	OMIM:606496	112744
IL17RA	OMIM:605461	23765
IL17RD	OMIM:606807	54756
IL1RAPL1	OMIM:300206	11141
IL1B	OMIM:147720	3553
IL1RN	OMIM:147679	3557
IL2	OMIM:147680	3558
IL21	OMIM:605384	59067
IL21R	OMIM:605383	50615
IL23R	OMIM:607562	149233
IL2RA	OMIM:147730	3559
IL2RG	OMIM:308380	3561
IL31RA	OMIM:609510	133396
IL36RN	OMIM:605507	26525
CXCR4	OMIM:162643	7852
IL6	OMIM:147620	3569
IL6R	OMIM:147880	3570
IL7R	OMIM:146661	3575
ILDR1	OMIM:609739	286676
IMPAD1	OMIM:614010	54928
IMPDH1	OMIM:146690	3614
IMPDH2	OMIM:146691	3615
IMPG1	OMIM:602870	3617
IMPG2	OMIM:607056	50939
INDX	OMIM:300076	8259
INF2	OMIM:610982	64423
INPPL1	OMIM:600829	3636
ABCD4	OMIM:603214	5826
INSR	OMIM:147670	3643
INTLQ1	OMIM:603783	100462721
INTLQ2	OMIM:610295	100462723
INTLQ3	OMIM:610294	100462722
INVS	OMIM:243305	27130
IQCB1	OMIM:609237	9657
IQSEC2	OMIM:300522	23096
IRAK3	OMIM:604459	11213
IRAK4	OMIM:606883	51135
ACSM3	OMIM:145505	6296
IRF4	OMIM:601900	3662
IRF5	OMIM:607218	3663
IRF6	OMIM:607199	3664
IRF8	OMIM:601565	3394
IRX5	OMIM:606195	10265
IS1	OMIM:181800	260402
IS2	OMIM:607354	282552
IS4	OMIM:612238	100190785
ISCU	OMIM:611911	23479
ISG15	OMIM:147571	9636
ISPD	OMIM:614631	729920
ITCH	OMIM:606409	83737
ITGA2	OMIM:192974	3673
AARS2	OMIM:612035	57505
ITGA3	OMIM:605025	3675
ITGA6	OMIM:147556	3655
ITGA7	OMIM:600536	3679
ITGA8	OMIM:604063	8516
ITGAM	OMIM:120980	3684
ITGB2	OMIM:600065	3689
ABAT	OMIM:137150	18
ITK	OMIM:186973	3702
ITM2B	OMIM:603904	9445
ITPA	OMIM:147520	3704
ITPKC	OMIM:606476	80271
ITPR1	OMIM:147265	3708
ITS	OMIM:606960	282551
IVD	OMIM:607036	3712
IYD	OMIM:612025	389434
JAGN1	OMIM:616012	84522
GNA11	OMIM:139313	2767
JAK3	OMIM:600173	3718
JAM3	OMIM:606871	83700
JBS	OMIM:147791	3719
JPH2	OMIM:605267	57158
JPH3	OMIM:605268	57338
JUP	OMIM:173325	3728
KAL1	OMIM:300836	3730
KALRN	OMIM:604605	8997
KANK1	OMIM:607704	23189
KANK2	OMIM:614610	25959
KANSL1	OMIM:612452	284058
KARS	OMIM:601421	3735
KAT6B	OMIM:605880	23522
KAZA1	OMIM:608207	387582
KAZA2	OMIM:611381	101241898
KAZA3	OMIM:611382	101241899
KBTBD13	OMIM:613727	390594
KCNA1	OMIM:176260	3736
KCNA5	OMIM:176267	3741
KCNB1	OMIM:600397	3745
KCNC3	OMIM:176264	3748
KCND3	OMIM:605411	3752
KCNE1	OMIM:176261	3753
KCNE2	OMIM:603796	9992
KCNE3	OMIM:604433	10008
KCNH2	OMIM:152427	3757
KCNJ1	OMIM:600359	3758
KCNJ10	OMIM:602208	3766
KCNJ13	OMIM:603208	3769
KCNJ18	OMIM:613236	100134444
KCNJ2	OMIM:600681	3759
KCNJ5	OMIM:600734	3762
KCNJ8	OMIM:600935	3764
KCNK18	OMIM:613655	338567
KCNK3	OMIM:603220	3777
KCNK9	OMIM:605874	51305
KCNMA1	OMIM:600150	3778
KCNMB1	OMIM:603951	3779
KCNQ1	OMIM:607542	3784
HAL	OMIM:609457	3034
KCNQ2	OMIM:602235	3785
KCNQ3	OMIM:602232	3786
KCNQ4	OMIM:603537	9132
KCNT1	OMIM:608167	57582
KCNV2	OMIM:607604	169522
KCTD1	OMIM:613420	284252
KCTD7	OMIM:611725	154881
KDM5C	OMIM:314690	8242
KDM6A	OMIM:300128	7403
ANTXR1	OMIM:606410	84168
FLT4	OMIM:136352	2324
KDR	OMIM:191306	3791
KDSR	OMIM:136440	2531
KEL	OMIM:613883	3792
KERA	OMIM:603288	11081
KHDC3L	OMIM:611687	154288
KHK	OMIM:614058	3795
KIAA0196	OMIM:610657	9897
KIAA0226	OMIM:613516	9711
KIAA0319	OMIM:609269	9856
KIAA1033	OMIM:615748	23325
KIAA1279	OMIM:609367	26128
KIAA2022	OMIM:300524	340533
KIF11	OMIM:148760	3832
KIF1A	OMIM:601255	547
EDNRA	OMIM:131243	1909
KIF1C	OMIM:603060	10749
KIF21A	OMIM:608283	55605
KIF22	OMIM:603213	3835
KIF2A	OMIM:602591	3796
KIF4A	OMIM:300521	24137
KIF5A	OMIM:602821	3798
KIF5C	OMIM:604593	3800
KIF7	OMIM:611254	374654
KIR3DL1	OMIM:604946	3811
KIRREL3	OMIM:607761	84623
KISS1	OMIM:603286	3814
KISS1R	OMIM:604161	84634
KITLG	OMIM:184745	4254
KIZ	OMIM:615757	55857
KLHL10	OMIM:608778	317719
KLHL3	OMIM:605775	26249
KLHL40	OMIM:615340	131377
KLHL41	OMIM:607701	10324
KLHL7	OMIM:611119	55975
KLK1	OMIM:147910	3816
KLK4	OMIM:603767	9622
KLKB1	OMIM:229000	3818
KLLN	OMIM:612105	100144748
KMT2A	OMIM:159555	4297
KMT2D	OMIM:602113	8085
KNG1	OMIM:612358	3827
KONDS	OMIM:606242	100653373
KPTN	OMIM:615620	11133
KRT13	OMIM:148065	3860
KRT16	OMIM:148067	3868
KRT17	OMIM:148069	3872
KRT2	OMIM:600194	3849
KRT12	OMIM:601687	3859
KRT3	OMIM:148043	3850
KRT4	OMIM:123940	3851
KRT14	OMIM:148066	3861
KRT5	OMIM:148040	3852
KRT6A	OMIM:148041	3853
KRT6B	OMIM:148042	3854
KRT6C	OMIM:612315	286887
KRT71	OMIM:608245	112802
KRT74	OMIM:608248	121391
KRT75	OMIM:609025	9119
KRT18	OMIM:148070	3875
KRT8	OMIM:148060	3856
KRT83	OMIM:602765	3889
KRT85	OMIM:602767	3891
KRT81	OMIM:602153	3887
KRT86	OMIM:601928	3892
KRT1	OMIM:139350	3848
KRT10	OMIM:148080	3858
KRT9	OMIM:607606	3857
KTCN2	OMIM:608932	450092
KTCN3	OMIM:608586	406215
KTCN4	OMIM:609271	550624
KTCN5	OMIM:614622	100885801
KTCN6	OMIM:614623	100885802
KTCN7	OMIM:614629	100887822
KTCN8	OMIM:614628	100885803
KTWS	OMIM:149000	791122
KWE	OMIM:148370	3896
KYNU	OMIM:605197	8942
KYPSC1	OMIM:610170	780921
L1CAM	OMIM:308840	3897
L2HGDH	OMIM:609584	79944
LAG5	OMIM:151450	7895
LAMA1	OMIM:150320	284217
LAMA2	OMIM:156225	3908
LAMA4	OMIM:600133	3910
LAMB1	OMIM:150240	3912
LAMB2	OMIM:150325	3913
COL17A1	OMIM:113811	1308
LAMB3	OMIM:150310	3914
LAMC2	OMIM:150292	3918
ITGB4	OMIM:147557	3691
LAMA3	OMIM:600805	3909
LAMC3	OMIM:604349	10319
LAMP2	OMIM:309060	3920
LAMTOR2	OMIM:610389	28956
LAP	OMIM:150270	7939
LARGE	OMIM:603590	9215
LARP7	OMIM:612026	51574
LARS	OMIM:151350	51520
LARS2	OMIM:604544	23395
LBMQTL1	OMIM:612729	100294719
LBR	OMIM:600024	3930
LCA5	OMIM:611408	167691
LCAT	OMIM:606967	3931
LCK	OMIM:153390	3932
LCRB	OMIM:152424	387281
LCS1	OMIM:214900	84565
LCT	OMIM:603202	3938
LDB3	OMIM:605906	11155
LDHA	OMIM:150000	3939
LDHB	OMIM:150100	3945
LDLR	OMIM:606945	3949
LDLRAP1	OMIM:605747	26119
LECD	OMIM:300778	100302509
LEF1	OMIM:153245	51176
LEMD3	OMIM:607844	23592
LEP	OMIM:164160	3952
LEPQTL1	OMIM:601694	7839
LEPR	OMIM:601007	3953
LEPRE1	OMIM:610339	64175
LEPREL1	OMIM:610341	55214
LFNG	OMIM:602576	3955
LFS3	OMIM:609266	553989
AAAS	OMIM:605378	8086
LGI1	OMIM:604619	9211
LGMD1H	OMIM:613530	100529230
LGR4	OMIM:606666	55366
LGV1	OMIM:152430	140802
LGV2	OMIM:606460	100329168
LHB	OMIM:152780	3972
LHCGR	OMIM:152790	3973
LHFPL5	OMIM:609427	222662
LHX3	OMIM:600577	8022
LHX4	OMIM:602146	89884
LIAS	OMIM:607031	11019
LIFR	OMIM:151443	3977
LIG1	OMIM:126391	3978
LIG4	OMIM:601837	3981
LIM2	OMIM:154045	3982
LINS	OMIM:610350	55180
LIPA	OMIM:613497	3988
LIPE	OMIM:151750	3991
LIPH	OMIM:607365	200879
APOA5	OMIM:606368	116519
HTGS	OMIM:145750	56797
LIPI	OMIM:609252	149998
LIPN	OMIM:613924	643418
LITAF	OMIM:603795	9516
LKMCD	OMIM:300660	100302058
LMAN1	OMIM:601567	3998
LMBR1	OMIM:605522	64327
LMBRD1	OMIM:612625	55788
LMF1	OMIM:611761	64788
LMNB1	OMIM:150340	4001
LMNB2	OMIM:150341	84823
LMO2	OMIM:180385	4005
LMOD3	OMIM:616112	56203
LMPH1B	OMIM:611944	100188865
LMX1B	OMIM:602575	4010
LNCR1	OMIM:608935	450093
LNCR3	OMIM:612571	100271687
LNCR4	OMIM:612593	100271693
LNCR5	OMIM:614210	100682395
LOAS	OMIM:308905	100188775
LOR	OMIM:152445	4014
LOXHD1	OMIM:613072	125336
LOXL1	OMIM:153456	4016
LPAR6	OMIM:609239	10161
LPIN1	OMIM:605518	23175
LPIN2	OMIM:605519	9663
LPL	OMIM:609708	4023
HAGH	OMIM:138760	3029
LPRS	OMIM:609888	81861
LPRS6	OMIM:613407	100499166
LPSA	OMIM:164953	8177
ABCA4	OMIM:601691	24
AIPL1	OMIM:604392	23746
LRAT	OMIM:604863	9227
LRBA	OMIM:606453	987
LRIG2	OMIM:608869	9860
LRIT3	OMIM:615004	345193
LRP2	OMIM:600073	4036
LRP4	OMIM:604270	4038
BMND7	OMIM:611738	100188853
BMND8	OMIM:611739	100188854
LRP5	OMIM:603506	4041
COL1A1	OMIM:120150	1277
COL5A1	OMIM:120215	1289
COL5A2	OMIM:120190	1290
LRP6	OMIM:603507	4040
AAA4	OMIM:614375	100859927
LRPAP1	OMIM:104225	4043
LRPPRC	OMIM:607544	10128
LRRC6	OMIM:614930	23639
LRRC8A	OMIM:608360	56262
LRRK2	OMIM:609007	120892
LRSAM1	OMIM:610933	90678
LRSL	OMIM:608545	406214
LRTOMT	OMIM:612414	220074
AARS	OMIM:601065	16
LTBP2	OMIM:602091	4053
LTBP3	OMIM:602090	4054
LTBP4	OMIM:604710	8425
LTC4S	OMIM:246530	4056
LVNC2	OMIM:609470	619411
LVSKS	OMIM:614846	101060869
LYL1	OMIM:151440	4066
LYRM4	OMIM:613311	57128
LYRM7	OMIM:615831	90624
LYST	OMIM:606897	1130
LYZ	OMIM:153450	4069
LZTFL1	OMIM:606568	54585
LZTR1	OMIM:600574	8216
DEC1	OMIM:604767	50514
LZTS1	OMIM:606551	11178
MAB21L2	OMIM:604357	10586
MACST	OMIM:613545	100529231
MAF	OMIM:177075	4094
MAFB	OMIM:608968	9935
MAFD1	OMIM:125480	4095
MAFD2	OMIM:309200	4096
MAFD3	OMIM:609633	100188792
MAFD4	OMIM:611247	100126593
MAFD5	OMIM:611535	100188843
MAFD6	OMIM:611536	100188844
MAFD8	OMIM:612357	100196912
MAFD9	OMIM:612372	100196917
MAGEL2	OMIM:605283	54551
MAGT1	OMIM:300715	84061
MAK	OMIM:154235	4117
MALT1	OMIM:604860	10892
CRTC1	OMIM:607536	23373
MAML2	OMIM:607537	84441
MAMLD1	OMIM:300120	10046
MAN1B1	OMIM:604346	11253
MAN2B1	OMIM:609458	4125
MANBA	OMIM:609489	4126
MAOA	OMIM:309850	4128
MAP2K1	OMIM:176872	5604
MAP2K2	OMIM:601263	5605
MAP3K1	OMIM:600982	4214
IGFALS	OMIM:601489	3483
KLHDC8B	OMIM:613169	200942
MARS	OMIM:156560	4141
MARS2	OMIM:609728	92935
MARVELD2	OMIM:610572	153562
MASP1	OMIM:600521	5648
MASP2	OMIM:605102	10747
MASTL	OMIM:608221	84930
MAT1A	OMIM:610550	4143
MATN3	OMIM:602109	4148
MATR3	OMIM:164015	9782
MBD5	OMIM:611472	55777
MBL2	OMIM:154545	4153
MBNP	OMIM:614692	101154649
MBTPS2	OMIM:300294	51360
MC1R	OMIM:155555	4157
MC2R	OMIM:607397	4158
IRGM	OMIM:608212	345611
MC3R	OMIM:155540	4159
MC4R	OMIM:155541	4160
BSZQTL3	OMIM:610649	100188815
MCCC1	OMIM:609010	56922
MCCC2	OMIM:609014	64087
MCDR1	OMIM:136550	4167
MCDR3	OMIM:608850	317668
MCEE	OMIM:608419	84693
MCFD2	OMIM:607788	90411
MCI2	OMIM:608557	100233226
MCM4	OMIM:602638	4173
MCM6	OMIM:601806	4175
MCOLN1	OMIM:605248	57192
MCOP1	OMIM:251600	8113
MCOPCB1	OMIM:300345	85503
MCOPCB2	OMIM:605738	80771
MCOPCT1	OMIM:156850	8130
MCOR	OMIM:156600	8104
MCPH1	OMIM:607117	79648
MCS	OMIM:309605	4183
MDC1B	OMIM:604801	53368
MDCMP	OMIM:609456	619409
MDD1	OMIM:608520	431708
MDD2	OMIM:608691	431709
MDM2	OMIM:164785	4193
MDNS	OMIM:613689	100529148
MDRV	OMIM:601846	4195
ME2	OMIM:154270	4200
MECOM	OMIM:165215	2122
MED12	OMIM:300188	9968
MED13L	OMIM:608771	23389
MED17	OMIM:603810	9440
MED23	OMIM:605042	9439
MED25	OMIM:610197	81857
MEF2A	OMIM:600660	4205
MEF2C	OMIM:600662	4208
MEFV	OMIM:608107	4210
MEGF10	OMIM:612453	84466
MEGF8	OMIM:604267	1954
MEHMO	OMIM:300148	8422
MEN1	OMIM:613733	4221
MENAQ1	OMIM:610873	100188822
MENAQ2	OMIM:612882	100302562
MENAQ3	OMIM:612883	100302563
MENOQ1	OMIM:300488	494029
MENOQ2	OMIM:612884	100302517
MENOQ3	OMIM:612885	100302518
MENOQ4	OMIM:612886	100302519
MEOX1	OMIM:600147	4222
MERTK	OMIM:604705	10461
MESP2	OMIM:605195	145873
MET	OMIM:164860	4233
METTL23	OMIM:615262	124512
MFAP5	OMIM:601103	8076
MFHAS1	OMIM:605352	9258
MFN2	OMIM:608507	9927
MFRP	OMIM:606227	83552
MFSD8	OMIM:611124	256471
MFT2	OMIM:612099	100188881
MGAT2	OMIM:602616	4247
MGCT	OMIM:273300	8093
MGME1	OMIM:615076	92667
MGP	OMIM:154870	4256
MGR1	OMIM:157300	192115
MGR12	OMIM:611706	100188851
MGR2	OMIM:300125	8249
MGR3	OMIM:607498	337892
MGR4	OMIM:607501	338342
MGR5	OMIM:607508	387576
MGR6	OMIM:607516	317773
MGR7	OMIM:609179	553992
MGR8	OMIM:609570	100188790
MGR9	OMIM:609670	100415943
MGS	OMIM:611376	100126595
MHAC	OMIM:605013	53341
MHS2	OMIM:154275	4264
MHS3	OMIM:154276	7977
MHS4	OMIM:600467	4265
MHS6	OMIM:601888	4266
MHW1	OMIM:603663	10386
MHW2	OMIM:603664	50979
AAA3	OMIM:611891	100188857
MIB1	OMIM:608677	57534
MICU1	OMIM:605084	10367
MID1	OMIM:300552	4281
MID2	OMIM:300204	11043
MIF	OMIM:153620	4282
MINPP1	OMIM:605391	9562
MIP	OMIM:154050	4284
MIR17HG	OMIM:609415	407975
MIR184	OMIM:613146	406960
MIR2861	OMIM:613405	100422910
MIR96	OMIM:611606	407053
MKKS	OMIM:604896	8195
MKRN3	OMIM:603856	7681
MKS1	OMIM:609883	54903
MLC1	OMIM:605908	23209
BRCA3	OMIM:605365	60500
HABP2	OMIM:603924	3026
MLLT11	OMIM:604684	10962
MLPH	OMIM:606526	79083
MLSM7	OMIM:252270	100820631
MLYCD	OMIM:606761	23417
MMAA	OMIM:607481	166785
MMAB	OMIM:607568	326625
MMACHC	OMIM:609831	25974
MMADHC	OMIM:611935	27249
MMD2	OMIM:613318	221938
MMDK	OMIM:156232	10305
MME	OMIM:120520	4311
MMEDF	OMIM:607131	260403
MMP1	OMIM:120353	4312
MMP13	OMIM:600108	4322
MMP14	OMIM:600754	4323
MMP2	OMIM:120360	4313
MMP20	OMIM:604629	9313
MMP3	OMIM:185250	4314
MMP9	OMIM:120361	4318
MMRFCGU	OMIM:613680	100529147
MMS	OMIM:156240	338340
MMVP1	OMIM:157700	50951
MMVP2	OMIM:607829	352956
MMVP3	OMIM:610840	100034705
MN1	OMIM:156100	4330
MNDEC	OMIM:611863	100188855
MNG2	OMIM:300273	59081
MNG3	OMIM:606082	94337
MNRI	OMIM:606190	117192
MNX1	OMIM:142994	3110
MOCS1	OMIM:603707	4337
MOCS2	OMIM:603708	4338
MOG	OMIM:159465	4340
MOGS	OMIM:601336	7841
MPC1	OMIM:614738	51660
MPD3	OMIM:610099	780920
MPDU1	OMIM:604041	9526
MPDZ	OMIM:603785	8777
MPI	OMIM:154550	4351
MPL	OMIM:159530	4352
MPLKIP	OMIM:609188	136647
AA2	OMIM:610753	100034703
MPV17	OMIM:137960	4358
MPVQTL1	OMIM:612573	100271867
MPVQTL2	OMIM:612574	100271868
MPVQTL3	OMIM:612575	100271869
MPVQTL4	OMIM:614644	100887753
MPVQTL5	OMIM:614645	100887752
MPVQTL6	OMIM:614646	100887751
